0.0,0.0
2e-07,4.529135877938779e-23
4e-07,9.201994000911783e-23
6e-07,1.3982020423360438e-22
8e-07,1.8830197854638387e-22
1e-06,2.370530003579336e-22
1.2e-06,2.856417657073103e-22
1.4e-06,3.3362066857283034e-22
1.6e-06,3.8052941443460574e-22
1.8e-06,4.2589868816139005e-22
2e-06,4.692540531668796e-22
2.2e-06,5.101200557358322e-22
2.4e-06,5.480245054908579e-22
2.5999999999999997e-06,5.825029001858109e-22
2.8e-06,6.131029604051149e-22
3e-06,6.393892373485916e-22
3.2e-06,6.609477547211554e-22
3.3999999999999996e-06,6.773906438530639e-22
3.6e-06,6.883607295801479e-22
3.8e-06,6.935360231377326e-22
4e-06,6.9263407739576875e-22
4.2e-06,6.854161592037549e-22
4.4e-06,6.716911934472197e-22
4.6e-06,6.513194336557481e-22
4.8e-06,6.242158146639213e-22
4.9999999999999996e-06,5.903529439192163e-22
5.199999999999999e-06,5.497636895638738e-22
5.4e-06,5.025433253952052e-22
5.6e-06,4.488511952287038e-22
5.7999999999999995e-06,3.889118620492439e-22
6e-06,3.230157106267026e-22
6.2e-06,2.5151897598306796e-22
6.4e-06,1.7484317420969242e-22
6.5999999999999995e-06,9.347391662653115e-23
6.799999999999999e-06,7.95909312215796e-24
7e-06,-8.109358431353172e-23
7.2e-06,-1.7301968138877796e-22
7.3999999999999995e-06,-2.6710178244972654e-22
7.6e-06,-3.625738644411857e-22
7.8e-06,-4.586262896762576e-22
8e-06,-5.544113969929504e-22
8.2e-06,-6.490496646022416e-22
8.4e-06,-7.416364116474595e-22
8.599999999999999e-06,-8.31248999258396e-22
8.8e-06,-9.16954485751298e-22
9e-06,-9.978176846614892e-22
9.2e-06,-1.0729095685555586e-21
9.4e-06,-1.141315956121022e-21
9.6e-06,-1.202146414930889e-21
9.8e-06,-1.254543307590193e-21
9.999999999999999e-06,-1.2976909047525254e-21
1.0199999999999999e-05,-1.3308244848004271e-21
1.0399999999999999e-05,-1.3532393368737484e-21
1.06e-05,-1.3642995814521756e-21
1.08e-05,-1.3634467209035116e-21
1.1e-05,-1.3502078313393279e-21
1.12e-05,-1.324203306816117e-21
1.14e-05,-1.2851540674119547e-21
1.1599999999999999e-05,-1.232888144030135e-21
1.1799999999999999e-05,-1.1673465549457598e-21
1.2e-05,-1.0885883921411894e-21
1.22e-05,-9.96795039370352e-22
1.24e-05,-8.922734486579313e-22
1.26e-05,-7.754584075609197e-22
1.28e-05,-6.469137359869361e-22
1.3e-05,-5.073323586454165e-22
1.3199999999999999e-05,-3.5753520727571557e-22
1.3399999999999999e-05,-1.9846891560305368e-22
1.3599999999999999e-05,-3.1202279474019264e-23
1.38e-05,1.4307853524583158e-22
1.4e-05,3.230760437322346e-22
1.42e-05,5.073887477529763e-22
1.44e-05,6.94519679645909e-22
1.4599999999999999e-05,8.828861567469576e-22
1.4799999999999999e-05,1.0708307061525226e-21
1.4999999999999999e-05,1.2566331074429223e-21
1.52e-05,1.4385234887190236e-21
1.5399999999999998e-05,1.6146963991290688e-21
1.56e-05,1.7833257690965855e-21
1.5799999999999998e-05,1.9425806578260027e-21
1.6e-05,2.090641676474433e-21
1.62e-05,2.2257179647602123e-21
1.64e-05,2.346064588846772e-21
1.66e-05,2.450000219217085e-21
1.68e-05,2.5359249390479823e-21
1.7e-05,2.6023380264252944e-21
1.7199999999999998e-05,2.6478555477068865e-21
1.74e-05,2.6712275945522965e-21
1.76e-05,2.6713549936764776e-21
1.78e-05,2.64730531634892e-21
1.8e-05,2.598328014109165e-21
1.82e-05,2.5238685081850112e-21
1.84e-05,2.423581062718837e-21
1.8599999999999998e-05,2.2973402761830702e-21
1.88e-05,2.145251031318982e-21
1.8999999999999998e-05,1.9676567515734703e-21
1.92e-05,1.765145821344443e-21
1.94e-05,1.538556038346729e-21
1.96e-05,1.2889769790540612e-21
1.98e-05,1.017750172400281e-21
1.9999999999999998e-05,7.264669926772364e-22
2.02e-05,4.169641997535476e-22
2.0399999999999998e-05,9.131707327145323e-23
2.06e-05,-2.481698927692627e-22
2.0799999999999997e-05,-5.9897474778297465e-22
2.1e-05,-9.583722856753185e-22
2.12e-05,-1.3234506575953735e-21
2.14e-05,-1.6911303415417738e-21
2.16e-05,-2.058185390386633e-21
2.1799999999999998e-05,-2.4212668560372886e-21
2.2e-05,-2.7769282635984242e-21
2.2199999999999998e-05,-3.1216529857320847e-21
2.24e-05,-3.451883344175822e-21
2.26e-05,-3.764051242786779e-21
2.28e-05,-4.054610114771967e-21
2.3e-05,-4.320067946173165e-21
2.3199999999999998e-05,-4.557021118422421e-21
2.34e-05,-4.762188795117994e-21
2.3599999999999998e-05,-4.932447562290131e-21
2.38e-05,-5.064866017572678e-21
2.4e-05,-5.156738992053518e-21
2.42e-05,-5.2056210793557755e-21
2.44e-05,-5.209359139870542e-21
2.4599999999999998e-05,-5.166123444193893e-21
2.48e-05,-5.074437118850423e-21
2.4999999999999998e-05,-4.9332035594445844e-21
2.52e-05,-4.7417314815679395e-21
2.5399999999999997e-05,-4.499757288182945e-21
2.56e-05,-4.207464443848303e-21
2.58e-05,-3.865499561076982e-21
2.6e-05,-3.474984922317815e-21
2.62e-05,-3.0375271824821156e-21
2.6399999999999998e-05,-2.555222021542665e-21
2.66e-05,-2.030654544407279e-21
2.6799999999999998e-05,-1.466895255882666e-21
2.7e-05,-8.674914719398762e-22
2.7199999999999997e-05,-2.3645406447003864e-22
2.74e-05,4.217605249441019e-22
2.76e-05,1.1022730262732658e-21
2.7799999999999998e-05,1.799808819077667e-21
2.8e-05,2.5087300853420996e-21
2.8199999999999998e-05,3.223072530186316e-21
2.84e-05,3.9365865177905095e-21
2.8599999999999997e-05,4.642782423718176e-21
2.88e-05,5.334979958648576e-21
2.9e-05,6.0063611727591825e-21
2.9199999999999998e-05,6.650026805066753e-21
2.94e-05,7.259055598378997e-21
2.9599999999999998e-05,7.826566158580494e-21
2.98e-05,8.345780897219508e-21
2.9999999999999997e-05,8.810091559230339e-21
3.02e-05,9.213125803559573e-21
3.04e-05,9.548814273890467e-21
3.06e-05,9.811457569995305e-21
3.0799999999999996e-05,9.995792507896591e-21
3.1e-05,1.0097057039340839e-20
3.12e-05,1.0111053188440803e-20
3.14e-05,1.0034207356041486e-20
3.1599999999999996e-05,9.863627340664225e-21
3.18e-05,9.597155429054752e-21
3.2e-05,9.233416919562979e-21
3.22e-05,8.771863457978431e-21
3.24e-05,8.212810588135757e-21
3.26e-05,7.557468948607144e-21
3.28e-05,6.80796858211852e-21
3.2999999999999996e-05,5.96737586589101e-21
3.32e-05,5.039702618765323e-21
3.34e-05,4.029906994544466e-21
3.36e-05,2.943885830223296e-21
3.38e-05,1.7884581823439035e-21
3.4e-05,5.713398542499449e-22
3.42e-05,-6.988912089259773e-22
3.4399999999999996e-05,-2.0128387026176325e-21
3.46e-05,-3.3603408860355786e-21
3.48e-05,-4.730532525303267e-21
3.5e-05,-6.111915648937444e-21
3.52e-05,-7.492438819919696e-21
3.54e-05,-8.859584539661164e-21
3.56e-05,-1.0200464310229955e-20
3.5799999999999996e-05,-1.1501920793081416e-20
3.6e-05,-1.2750636416059386e-20
3.62e-05,-1.3933247696463143e-20
3.64e-05,-1.503646446735519e-20
3.6599999999999995e-05,-1.604719311789591e-20
3.68e-05,-1.69526628871929e-20
3.7e-05,-1.7740554185771504e-20
3.7199999999999996e-05,-1.8399127860174757e-20
3.74e-05,-1.891735426513934e-20
3.76e-05,-1.928504096505835e-20
3.78e-05,-1.9492957852749353e-20
3.7999999999999995e-05,-1.9532958449522146e-20
3.82e-05,-1.939809613682419e-20
3.84e-05,-1.9082734066835226e-20
3.8599999999999996e-05,-1.858264750774591e-20
