frequency,V0_amp,V1_amp,V2_amp,V3_amp,V4_amp,V5_amp,V6_amp,V7_amp,V8_amp,V9_amp,V10_amp,V11_amp,V12_amp,V13_amp,V14_amp,V15_amp,V16_amp,V17_amp,V18_amp,V19_amp,V20_amp,V21_amp,V22_amp,V23_amp,V24_amp,V25_amp,V26_amp,V27_amp,V28_amp,V29_amp,V30_amp,V31_amp,V32_amp,V33_amp,V34_amp,V35_amp,V36_amp,V37_amp,V38_amp,V39_amp,V40_amp
2.000000e+01,1.242995e+00,1.243016e+00,1.243047e+00,1.243077e+00,1.243100e+00,1.243125e+00,1.243140e+00,1.243145e+00,1.243164e+00,1.243180e+00,1.243211e+00,1.243287e+00,1.243278e+00,1.243205e+00,1.243177e+00,1.243194e+00,1.243211e+00,1.243206e+00,1.243183e+00,1.243213e+00,1.243255e+00,1.243291e+00,1.243271e+00,1.243175e+00,1.243106e+00,1.243070e+00,1.243060e+00,1.243050e+00,1.243048e+00,1.243043e+00,1.243026e+00,1.243010e+00,1.243007e+00,1.243011e+00,1.243020e+00,1.243024e+00,1.243015e+00,1.243008e+00,1.243000e+00,1.242991e+00,1.242984e+00
1.464946e+03,1.245469e+00,1.247046e+00,1.248648e+00,1.249565e+00,1.250164e+00,1.250143e+00,1.249359e+00,1.248250e+00,1.248153e+00,1.249094e+00,1.250685e+00,1.252554e+00,1.251278e+00,1.248075e+00,1.246403e+00,1.247549e+00,1.247921e+00,1.247238e+00,1.246322e+00,1.246088e+00,1.245923e+00,1.247553e+00,1.247874e+00,1.246243e+00,1.244653e+00,1.244561e+00,1.244790e+00,1.245150e+00,1.246183e+00,1.246313e+00,1.245049e+00,1.243691e+00,1.243687e+00,1.243960e+00,1.244549e+00,1.245076e+00,1.244765e+00,1.244438e+00,1.244295e+00,1.243865e+00,1.243375e+00
2.909892e+03,1.253370e+00,1.253587e+00,1.254375e+00,1.255962e+00,1.254587e+00,1.254694e+00,1.255478e+00,1.255006e+00,1.254057e+00,1.251942e+00,1.253809e+00,1.255888e+00,1.253944e+00,1.249163e+00,1.249435e+00,1.251072e+00,1.251392e+00,1.249178e+00,1.246186e+00,1.246582e+00,1.249523e+00,1.251252e+00,1.249415e+00,1.246466e+00,1.245103e+00,1.244912e+00,1.244850e+00,1.243644e+00,1.244481e+00,1.246049e+00,1.244900e+00,1.242965e+00,1.242138e+00,1.242841e+00,1.243884e+00,1.244334e+00,1.244939e+00,1.245893e+00,1.245812e+00,1.244455e+00,1.243716e+00
4.354838e+03,1.256910e+00,1.259773e+00,1.261419e+00,1.261784e+00,1.262679e+00,1.261591e+00,1.261387e+00,1.261593e+00,1.260724e+00,1.261025e+00,1.260017e+00,1.261748e+00,1.259433e+00,1.256283e+00,1.254148e+00,1.256744e+00,1.256459e+00,1.253802e+00,1.250204e+00,1.248098e+00,1.247089e+00,1.249202e+00,1.251149e+00,1.246779e+00,1.243699e+00,1.241804e+00,1.241165e+00,1.242541e+00,1.244025e+00,1.244154e+00,1.240809e+00,1.239367e+00,1.238290e+00,1.239629e+00,1.243179e+00,1.245158e+00,1.245261e+00,1.244173e+00,1.242906e+00,1.243660e+00,1.243375e+00
5.799784e+03,1.239835e+00,1.244664e+00,1.249565e+00,1.253105e+00,1.256274e+00,1.257604e+00,1.259381e+00,1.261679e+00,1.263535e+00,1.264699e+00,1.264417e+00,1.267644e+00,1.266497e+00,1.265207e+00,1.266654e+00,1.267374e+00,1.265639e+00,1.262855e+00,1.257948e+00,1.258104e+00,1.257572e+00,1.256547e+00,1.252099e+00,1.248550e+00,1.246425e+00,1.245750e+00,1.244681e+00,1.242097e+00,1.240335e+00,1.240115e+00,1.239858e+00,1.237580e+00,1.237065e+00,1.236930e+00,1.238322e+00,1.238958e+00,1.240687e+00,1.244304e+00,1.245271e+00,1.243336e+00,1.243493e+00
7.244730e+03,1.224306e+00,1.229115e+00,1.230639e+00,1.230956e+00,1.234096e+00,1.238731e+00,1.240925e+00,1.246067e+00,1.249490e+00,1.253905e+00,1.258151e+00,1.260594e+00,1.261501e+00,1.264851e+00,1.268926e+00,1.273824e+00,1.276215e+00,1.274921e+00,1.269133e+00,1.267690e+00,1.268328e+00,1.268483e+00,1.266438e+00,1.257631e+00,1.255105e+00,1.252957e+00,1.248751e+00,1.245244e+00,1.244358e+00,1.241154e+00,1.237032e+00,1.235187e+00,1.233242e+00,1.233952e+00,1.234892e+00,1.236456e+00,1.239488e+00,1.240942e+00,1.243524e+00,1.243469e+00,1.243331e+00
8.689676e+03,1.241720e+00,1.239183e+00,1.241222e+00,1.237351e+00,1.233321e+00,1.231258e+00,1.229742e+00,1.231432e+00,1.232702e+00,1.234974e+00,1.241273e+00,1.243645e+00,1.248996e+00,1.252267e+00,1.258668e+00,1.270344e+00,1.274981e+00,1.277813e+00,1.276220e+00,1.273640e+00,1.278232e+00,1.282158e+00,1.276100e+00,1.274085e+00,1.263850e+00,1.263082e+00,1.259827e+00,1.254000e+00,1.249710e+00,1.243169e+00,1.238697e+00,1.234041e+00,1.232120e+00,1.231067e+00,1.232998e+00,1.234129e+00,1.237362e+00,1.240457e+00,1.242790e+00,1.243434e+00,1.244314e+00
1.013462e+04,1.262157e+00,1.264040e+00,1.266726e+00,1.263613e+00,1.258371e+00,1.249814e+00,1.248165e+00,1.242348e+00,1.235680e+00,1.232767e+00,1.233155e+00,1.234930e+00,1.234034e+00,1.234295e+00,1.239222e+00,1.253518e+00,1.258033e+00,1.264747e+00,1.266345e+00,1.270084e+00,1.278257e+00,1.281325e+00,1.283332e+00,1.277667e+00,1.278994e+00,1.276589e+00,1.268920e+00,1.263281e+00,1.257337e+00,1.251261e+00,1.244795e+00,1.236331e+00,1.230025e+00,1.228497e+00,1.227737e+00,1.232817e+00,1.234088e+00,1.238802e+00,1.243618e+00,1.244349e+00,1.244778e+00
1.157957e+04,1.242617e+00,1.254634e+00,1.262546e+00,1.273562e+00,1.273418e+00,1.270781e+00,1.270237e+00,1.266647e+00,1.261849e+00,1.255125e+00,1.251006e+00,1.246476e+00,1.238841e+00,1.234671e+00,1.233770e+00,1.240986e+00,1.249013e+00,1.248953e+00,1.252228e+00,1.258000e+00,1.269965e+00,1.283327e+00,1.282790e+00,1.284243e+00,1.281110e+00,1.280691e+00,1.280759e+00,1.274546e+00,1.271083e+00,1.260071e+00,1.250758e+00,1.238911e+00,1.232068e+00,1.226595e+00,1.225808e+00,1.229554e+00,1.233285e+00,1.238254e+00,1.242570e+00,1.243706e+00,1.244632e+00
1.302451e+04,1.214908e+00,1.222590e+00,1.233980e+00,1.242364e+00,1.245046e+00,1.248000e+00,1.256018e+00,1.271412e+00,1.279412e+00,1.280960e+00,1.280582e+00,1.274360e+00,1.262416e+00,1.245695e+00,1.238019e+00,1.240531e+00,1.247900e+00,1.244706e+00,1.237846e+00,1.235512e+00,1.231012e+00,1.249668e+00,1.269030e+00,1.284653e+00,1.288471e+00,1.284742e+00,1.275884e+00,1.274600e+00,1.274815e+00,1.275421e+00,1.261586e+00,1.242219e+00,1.227321e+00,1.223041e+00,1.224583e+00,1.226103e+00,1.230608e+00,1.238727e+00,1.241511e+00,1.244031e+00,1.245478e+00
